,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
CALHM6,0.046511700833606485,4.440892098500626e-16,3.362695e-05,0.0,0.009900990099009901,2.052974151018191e-05,7.312116517838573e-16,0.0,0.010144457068657686
ZNF568,0.04649566270614714,4.440892098500626e-16,3.362695e-05,0.0,0.009900990099009901,1.514607819081189e-05,7.312116517838573e-16,0.0,0.010144457068657686
CYP4F8,0.04649031712801283,4.440892098500626e-16,3.362695e-05,0.0,0.009900990099009901,1.9399480528005413e-05,7.312116517838573e-16,0.0,0.010144457068657686
CCDC38,0.046486914629756314,4.440892098500626e-16,3.362695e-05,0.0,0.009900990099009901,1.913671191978278e-05,7.312116517838573e-16,0.0,0.010144457068657686
C15orf41,0.046454708883177806,4.440892098500626e-16,3.362695e-05,0.0,0.009900990099009901,1.8265793866549933e-05,7.312116517838573e-16,0.0,0.010144457068657686
OR5A2,0.046416850895427804,5.551115123125783e-16,3.362695e-05,0.0,0.009900990099009901,2.0153750005518843e-05,9.110145169243626e-16,0.0,0.010144457068657686
OR51G2,0.04639938864828404,5.551115123125783e-16,3.362695e-05,0.0,0.009900990099009901,2.1052050070954572e-05,9.110145169243626e-16,0.0,0.010144457068657686
TAS1R2,0.046374282331319364,5.551115123125783e-16,3.362695e-05,0.0,0.009900990099009901,2.3975095355363196e-05,9.110145169243626e-16,0.0,0.010144457068657686
FAM240A,0.04636519669958626,5.551115123125783e-16,3.362695e-05,0.0,0.009900990099009901,1.8648484386968258e-05,9.110145169243626e-16,0.0,0.010144457068657686
REEP4,0.04634487888602645,5.551115123125783e-16,3.362695e-05,0.0,0.009900990099009901,2.389161065165968e-05,9.110145169243626e-16,0.0,0.010144457068657686
HOXD11,0.04632672152690455,5.551115123125783e-16,3.362695e-05,0.0,0.009900990099009901,2.0407937612505184e-05,9.110145169243626e-16,0.0,0.010144457068657686
SOD3,0.0462791608808982,6.661338147750939e-16,3.362695e-05,0.0,0.009900990099009901,2.3878618514793013e-05,1.0896409183889215e-15,0.0,0.010144457068657686
CCDC77,0.04627708060867257,6.661338147750939e-16,3.362695e-05,0.0,0.009900990099009901,1.8699213369054923e-05,1.0896409183889215e-15,0.0,0.010144457068657686
OR2T2,0.04626542082949173,6.661338147750939e-16,3.362695e-05,0.0,0.009900990099009901,2.187986522677168e-05,1.0896409183889215e-15,0.0,0.010144457068657686
SARDH,0.046261190145112145,6.661338147750939e-16,3.362695e-05,0.0,0.009900990099009901,2.2182754498464285e-05,1.0896409183889215e-15,0.0,0.010144457068657686
XCR1,0.04625496011281998,6.661338147750939e-16,3.362695e-05,0.0,0.009900990099009901,1.8024763630814634e-05,1.0896409183889215e-15,0.0,0.010144457068657686
KRT34,0.04622271466812793,6.661338147750939e-16,3.362695e-05,0.0,0.009900990099009901,2.8109628293014744e-05,1.0896409183889215e-15,0.0,0.010144457068657686
TMEM170A,0.0461758231773778,7.771561172376096e-16,3.362695e-05,0.0,0.009900990099009901,2.4529967095082176e-05,1.2684811489188403e-15,0.0,0.010144457068657686
RGS13,0.04613180512005743,7.771561172376096e-16,3.362695e-05,0.0,0.009900990099009901,2.119963193149848e-05,1.2684811489188403e-15,0.0,0.010144457068657686
OR2C3,0.046111966733512935,7.771561172376096e-16,3.362695e-05,0.0,0.009900990099009901,2.3689079979416034e-05,1.2684811489188403e-15,0.0,0.010144457068657686
KRT25,0.046104817604493295,7.771561172376096e-16,3.362695e-05,0.0,0.009900990099009901,2.3087111415524736e-05,1.2684811489188403e-15,0.0,0.010144457068657686
OR7A17,0.04604974239106252,8.881784197001252e-16,3.362695e-05,0.0,0.009900990099009901,1.885096200591728e-05,1.4457597716225588e-15,0.0,0.010144457068657686
C11orf52,0.046041393264282714,8.881784197001252e-16,3.362695e-05,0.0,0.009900990099009901,1.85788189529585e-05,1.4457597716225588e-15,0.0,0.010144457068657686
OR5D18,0.04603863044331143,8.881784197001252e-16,3.362695e-05,0.0,0.009900990099009901,2.3684083614609318e-05,1.4457597716225588e-15,0.0,0.010144457068657686
PROX2,0.04603841609112957,8.881784197001252e-16,3.362695e-05,0.0,0.009900990099009901,2.0739399798650277e-05,1.4457597716225588e-15,0.0,0.010144457068657686
SERPINB5,0.046025403968604564,8.881784197001252e-16,3.362695e-05,0.0,0.009900990099009901,1.85249436792966e-05,1.4457597716225588e-15,0.0,0.010144457068657686
GSTA1,0.04599142618276144,9.992007221626409e-16,3.362695e-05,0.0,0.009900990099009901,2.1129258966464162e-05,1.62383649322206e-15,0.0,0.010144457068657686
C11orf88,0.045963522981649914,9.992007221626409e-16,3.362695e-05,0.0,0.009900990099009901,2.3075372823432237e-05,1.62383649322206e-15,0.0,0.010144457068657686
TRIM36,0.04596024018594547,9.992007221626409e-16,3.362695e-05,0.0,0.009900990099009901,2.1501193173665973e-05,1.62383649322206e-15,0.0,0.010144457068657686
OR6K2,0.0458834851618701,1.1102230246251565e-15,3.362695e-05,0.0,0.009900990099009901,1.9447115322918524e-05,1.8013353563415197e-15,0.0,0.010144457068657686
DEPDC4,0.04587421904763533,1.1102230246251565e-15,3.362695e-05,0.0,0.009900990099009901,2.3613341603361326e-05,1.8013353563415197e-15,0.0,0.010144457068657686
PLEKHA7,0.04585284960978407,1.1102230246251565e-15,3.362695e-05,0.0,0.009900990099009901,1.8987189092154664e-05,1.8013353563415197e-15,0.0,0.010144457068657686
TRAM2,0.045820043725846034,1.2212453270876722e-15,3.362695e-05,0.0,0.009900990099009901,1.9322562448866137e-05,1.977191571107942e-15,0.0,0.010144457068657686
CDX1,0.04581533591512914,1.2212453270876722e-15,3.362695e-05,0.0,0.009900990099009901,2.422918908018643e-05,1.977191571107942e-15,0.0,0.010144457068657686
RLN1,0.045814896773254725,1.2212453270876722e-15,3.362695e-05,0.0,0.009900990099009901,1.858554223168659e-05,1.977191571107942e-15,0.0,0.010144457068657686
OR2M3,0.04580758344306527,1.2212453270876722e-15,3.362695e-05,0.0,0.009900990099009901,1.6977493966616424e-05,1.977191571107942e-15,0.0,0.010144457068657686
KMT5A,0.0457790613757843,1.3322676295501878e-15,3.362695e-05,0.0,0.009900990099009901,2.067291588453884e-05,2.1522901931343906e-15,0.0,0.010144457068657686
CCDC8,0.04576527213040883,1.3322676295501878e-15,3.362695e-05,0.0,0.009900990099009901,2.2065765237021566e-05,2.1522901931343906e-15,0.0,0.010144457068657686
NKAIN4,0.04575102922665624,1.3322676295501878e-15,3.362695e-05,0.0,0.009900990099009901,2.1154477253884125e-05,2.1522901931343906e-15,0.0,0.010144457068657686
IL23R,0.045729146600121,1.3322676295501878e-15,3.362695e-05,0.0,0.009900990099009901,2.1037600281198597e-05,2.1522901931343906e-15,0.0,0.010144457068657686
AK9,0.0457135378000286,1.4432899320127035e-15,3.362695e-05,0.0,0.009900990099009901,1.722364745788196e-05,2.327886987117264e-15,0.0,0.010144457068657686
FOXE1,0.04571079414958792,1.4432899320127035e-15,3.362695e-05,0.0,0.009900990099009901,2.2044916780922293e-05,2.327886987117264e-15,0.0,0.010144457068657686
CFAP69,0.045703082403088645,1.4432899320127035e-15,3.362695e-05,0.0,0.009900990099009901,2.7333276643242135e-05,2.327886987117264e-15,0.0,0.010144457068657686
OR4D2,0.04563043253802923,1.5543122344752192e-15,3.362695e-05,0.0,0.009900990099009901,2.1314295227148348e-05,2.5056081157580106e-15,0.0,0.010144457068657686
GPR4,0.04560614059801612,1.6653345369377348e-15,3.362695e-05,0.0,0.009900990099009901,1.9864135410507712e-05,2.677386715333979e-15,0.0,0.010144457068657686
TEX38,0.04559281454667349,1.6653345369377348e-15,3.362695e-05,0.0,0.009900990099009901,2.3543593610570426e-05,2.677386715333979e-15,0.0,0.010144457068657686
PRM3,0.045586914326262544,1.6653345369377348e-15,3.362695e-05,0.0,0.009900990099009901,1.7255880222098592e-05,2.677386715333979e-15,0.0,0.010144457068657686
DUSP2,0.04558161044633643,1.6653345369377348e-15,3.362695e-05,0.0,0.009900990099009901,1.8022666389163124e-05,2.677386715333979e-15,0.0,0.010144457068657686
OTOG,0.045573580342311744,1.6653345369377348e-15,3.362695e-05,0.0,0.009900990099009901,1.974622499125841e-05,2.677386715333979e-15,0.0,0.010144457068657686
IFIH1,0.04547753902667832,1.887379141862766e-15,3.362695e-05,0.0,0.009900990099009901,2.2427975256673342e-05,3.032746344717889e-15,0.0,0.010144457068657686
KRT37,0.045446945131886,1.9984014443252818e-15,3.362695e-05,0.0,0.009900990099009901,1.8244430198347923e-05,3.2077069732348022e-15,0.0,0.010144457068657686
SLC22A25,0.04543854490628754,1.9984014443252818e-15,3.362695e-05,0.0,0.009900990099009901,1.92495521862024e-05,3.2077069732348022e-15,0.0,0.010144457068657686
KRT38,0.04536791735721711,2.220446049250313e-15,3.362695e-05,0.0,0.009900990099009901,2.660123603203459e-05,3.5622129132357964e-15,0.0,0.010144457068657686
KRTAP19-5,0.04534092475559895,2.3314683517128287e-15,3.362695e-05,0.0,0.009900990099009901,2.1023896394805017e-05,3.738324454911003e-15,0.0,0.010144457068657686
PSMA8,0.045324209569994285,2.4424906541753444e-15,3.362695e-05,0.0,0.009900990099009901,1.9162838504994476e-05,3.91215801523013e-15,0.0,0.010144457068657686
IQCF6,0.045309359335084835,2.4424906541753444e-15,3.362695e-05,0.0,0.009900990099009901,2.0769055520492382e-05,3.91215801523013e-15,0.0,0.010144457068657686
ELANE,0.04528010352040711,2.55351295663786e-15,3.362695e-05,0.0,0.009900990099009901,2.0954855250103522e-05,4.087800891095827e-15,0.0,0.010144457068657686
MSTO1,0.04524240040776459,2.6645352591003757e-15,3.362695e-05,0.0,0.009900990099009901,2.3883167913809804e-05,4.263256414560601e-15,0.0,0.010144457068657686
FCAMR,0.04522489673214639,2.7755575615628914e-15,3.362695e-05,0.0,0.009900990099009901,1.9031831562237998e-05,4.438524885228505e-15,0.0,0.010144457068657686
KRTAP26-1,0.0451937732133186,2.886579864025407e-15,3.362695e-05,0.0,0.009900990099009901,2.6457856874234803e-05,4.613606602065115e-15,0.0,0.010144457068657686
ANKRD29,0.04516528303549975,2.9976021664879227e-15,3.362695e-05,0.0,0.009900990099009901,2.1013042913624467e-05,4.785953432391574e-15,0.0,0.010144457068657686
IFNA14,0.0451545210135973,2.9976021664879227e-15,3.362695e-05,0.0,0.009900990099009901,2.0097395746386458e-05,4.785953432391574e-15,0.0,0.010144457068657686
ACKR4,0.04514765233008082,3.1086244689504383e-15,3.362695e-05,0.0,0.009900990099009901,1.94512505343681e-05,4.95529936602089e-15,0.0,0.010144457068657686
ABRAXAS1,0.04513799108122161,3.1086244689504383e-15,3.362695e-05,0.0,0.009900990099009901,1.8068041604222773e-05,4.95529936602089e-15,0.0,0.010144457068657686
TMEM171,0.04513493783801349,3.1086244689504383e-15,3.362695e-05,0.0,0.009900990099009901,1.6694626627740006e-05,4.95529936602089e-15,0.0,0.010144457068657686
KCNA10,0.04512095966885062,3.219646771412954e-15,3.362695e-05,0.0,0.009900990099009901,1.5059987917419551e-05,5.126826069128908e-15,0.0,0.010144457068657686
RTP2,0.04511276492038958,3.219646771412954e-15,3.362695e-05,0.0,0.009900990099009901,2.1112402481220312e-05,5.126826069128908e-15,0.0,0.010144457068657686
OR6C6,0.04508384857415364,3.3306690738754696e-15,3.362695e-05,0.0,0.009900990099009901,1.879388332398065e-05,5.297988982834787e-15,0.0,0.010144457068657686
LRRC3C,0.04507954506939123,3.3306690738754696e-15,3.362695e-05,0.0,0.009900990099009901,1.873441150162102e-05,5.297988982834787e-15,0.0,0.010144457068657686
TIRAP,0.045070672394446135,3.4416913763379853e-15,3.362695e-05,0.0,0.009900990099009901,1.6693052056514482e-05,5.471687402763093e-15,0.0,0.010144457068657686
ACKR1,0.045032398521029686,3.552713678800501e-15,3.362695e-05,0.0,0.009900990099009901,1.8051743336393524e-05,5.6452018201279146e-15,0.0,0.010144457068657686
TSPEAR,0.045014200084238266,3.6637359812630166e-15,3.362695e-05,0.0,0.009900990099009901,1.6536034509703382e-05,5.8154539385127246e-15,0.0,0.010144457068657686
ANKRD34A,0.04500393328941667,3.6637359812630166e-15,3.362695e-05,0.0,0.009900990099009901,2.1188505355640162e-05,5.8154539385127246e-15,0.0,0.010144457068657686
ACTN3,0.045002700739184796,3.774758283725532e-15,3.362695e-05,0.0,0.009900990099009901,1.786678762827972e-05,5.9790257925958805e-15,0.0,0.010144457068657686
RNASE8,0.0449908409515268,3.774758283725532e-15,3.362695e-05,0.0,0.009900990099009901,2.3203295049734422e-05,5.9790257925958805e-15,0.0,0.010144457068657686
STPG3,0.044988173847381574,3.774758283725532e-15,3.362695e-05,0.0,0.009900990099009901,1.9304803835979594e-05,5.9790257925958805e-15,0.0,0.010144457068657686
RAG1,0.044986399654392155,3.774758283725532e-15,3.362695e-05,0.0,0.009900990099009901,1.728520524569333e-05,5.9790257925958805e-15,0.0,0.010144457068657686
MTRF1L,0.0449603850665424,3.9968028886505635e-15,3.362695e-05,0.0,0.009900990099009901,1.7309431427592453e-05,6.324055203561018e-15,0.0,0.010144457068657686
SLC6A18,0.044950097858366796,3.9968028886505635e-15,3.362695e-05,0.0,0.009900990099009901,1.8472988426344582e-05,6.324055203561018e-15,0.0,0.010144457068657686
TENT5B,0.04492708362191475,4.107825191113079e-15,3.362695e-05,0.0,0.009900990099009901,1.5217520971482964e-05,6.496297086631122e-15,0.0,0.010144457068657686
SFTA2,0.04491063621549743,4.218847493575595e-15,3.362695e-05,0.0,0.009900990099009901,2.1335089185862574e-05,6.6683574714050494e-15,0.0,0.010144457068657686
TAS2R1,0.04488551361342472,4.3298697960381105e-15,3.362695e-05,0.0,0.009900990099009901,2.543735231942244e-05,6.840236644609969e-15,0.0,0.010144457068657686
GIMAP1,0.04484969277653841,4.551914400963142e-15,3.362695e-05,0.0,0.009900990099009901,2.033349191452225e-05,7.187233264678646e-15,0.0,0.010144457068657686
SPATA3,0.04475617745083314,5.218048215738236e-15,3.362695e-05,0.0,0.009900990099009901,2.605022945120307e-05,8.226035022183241e-15,0.0,0.010144457068657686
ABCA4,0.04475612628739657,5.218048215738236e-15,3.362695e-05,0.0,0.009900990099009901,2.6283254914432572e-05,8.226035022183241e-15,0.0,0.010144457068657686
MS4A10,0.044749442458659354,5.218048215738236e-15,3.362695e-05,0.0,0.009900990099009901,1.9771718923034908e-05,8.226035022183241e-15,0.0,0.010144457068657686
RASSF3,0.04473425437383934,5.329070518200751e-15,3.362695e-05,0.0,0.009900990099009901,1.7583094083784228e-05,8.38783397408303e-15,0.0,0.010144457068657686
CBY3,0.0447317073625183,5.329070518200751e-15,3.362695e-05,0.0,0.009900990099009901,1.7447009035161265e-05,8.38783397408303e-15,0.0,0.010144457068657686
SMIM32,0.044731661993574805,5.329070518200751e-15,3.362695e-05,0.0,0.009900990099009901,2.4003208746981855e-05,8.38783397408303e-15,0.0,0.010144457068657686
CCDC27,0.044728968058281075,5.440092820663267e-15,3.362695e-05,0.0,0.009900990099009901,2.5799710628291724e-05,8.558090436282013e-15,0.0,0.010144457068657686
SPIC,0.04470296620405888,5.551115123125783e-15,3.362695e-05,0.0,0.009900990099009901,2.2541276732888042e-05,8.728168432587708e-15,0.0,0.010144457068657686
MSX1,0.044676641949126294,5.773159728050814e-15,3.362695e-05,0.0,0.009900990099009901,1.9680310083940554e-05,9.072540169802223e-15,0.0,0.010144457068657686
OR6C2,0.04465621934294967,5.995204332975845e-15,3.362695e-05,0.0,0.009900990099009901,2.122452359749906e-05,9.41162375663398e-15,0.0,0.010144457068657686
KRT82,0.04464814335521239,5.995204332975845e-15,3.362695e-05,1.1102230246251565e-16,0.009900990099009901,2.9032358612482963e-05,9.41162375663398e-15,1.4350146806874063e-16,0.010144457068657686
MOCS3,0.044596398448637,6.439293542825908e-15,3.362695e-05,0.0,0.009900990099009901,2.0885548558414683e-05,1.0103494052551111e-14,0.0,0.010144457068657686
AP4S1,0.04457628091433476,6.661338147750939e-15,3.362695e-05,0.0,0.009900990099009901,2.3183049414197758e-05,1.0446426786854583e-14,0.0,0.010144457068657686
USP12,0.04455591879574782,6.772360450213455e-15,3.362695e-05,0.0,0.009900990099009901,2.0795724756282793e-05,1.0614985031682532e-14,0.0,0.010144457068657686
OR2A25,0.04455231382298194,6.8833827526759706e-15,3.362695e-05,0.0,0.009900990099009901,1.985784356282011e-05,1.07833672365681e-14,0.0,0.010144457068657686
H3.Y,0.044481871283541106,7.549516567451064e-15,3.362695e-05,0.0,0.009900990099009901,2.6938630555600134e-05,1.1820746191207303e-14,0.0,0.010144457068657686
IL21,0.044461278242639735,7.771561172376096e-15,3.362695e-05,0.0,0.009900990099009901,1.9743578558972327e-05,1.2155726546990765e-14,0.0,0.010144457068657686
RNASE12,0.044454117111206205,7.771561172376096e-15,3.362695e-05,0.0,0.009900990099009901,2.2160467811729467e-05,1.2155726546990765e-14,0.0,0.010144457068657686
FIGNL1,0.044406127133813256,8.326672684688674e-15,3.362695e-05,0.0,0.009900990099009901,2.3367524256394324e-05,1.301720586454717e-14,0.0,0.010144457068657686
SLC5A9,0.04434103347484662,9.103828801926284e-15,3.362695e-05,0.0,0.009900990099009901,2.6475679742003637e-05,1.4224732503009818e-14,0.0,0.010144457068657686
OR5B17,0.0443121520917273,9.43689570931383e-15,3.362695e-05,0.0,0.009900990099009901,2.0625003889249352e-05,1.4737473778210042e-14,0.0,0.010144457068657686
KRTAP21-2,0.044301484586549464,9.658940314238862e-15,3.362695e-05,0.0,0.009900990099009901,2.4013497859006542e-05,1.506071774569469e-14,0.0,0.010144457068657686
BLOC1S4,0.04429789775616695,9.658940314238862e-15,3.362695e-05,0.0,0.009900990099009901,2.0465269293800527e-05,1.506071774569469e-14,0.0,0.010144457068657686
KRTAP4-2,0.04429597738770217,9.658940314238862e-15,3.362695e-05,0.0,0.009900990099009901,2.613871052245358e-05,1.506071774569469e-14,0.0,0.010144457068657686
KREMEN2,0.04427590427956662,9.992007221626409e-15,3.362695e-05,0.0,0.009900990099009901,2.2788418134944708e-05,1.5571959306430767e-14,0.0,0.010144457068657686
C4BPA,0.04426788324633384,1.0103029524088925e-14,3.362695e-05,0.0,0.009900990099009901,1.861295514629534e-05,1.5736806112288044e-14,0.0,0.010144457068657686
SLC26A1,0.0442503165540453,1.0325074129013956e-14,3.362695e-05,0.0,0.009900990099009901,2.3405982780887883e-05,1.607432402026044e-14,0.0,0.010144457068657686
OR1E1,0.04423571502595498,1.0436096431476471e-14,3.362695e-05,0.0,0.009900990099009901,2.50574798172631e-05,1.623873926059617e-14,0.0,0.010144457068657686
OR10G6,0.04422714803161034,1.0658141036401503e-14,3.362695e-05,0.0,0.009900990099009901,2.3092758467643863e-05,1.657564702395257e-14,0.0,0.010144457068657686
PADI3,0.0442042217763724,1.099120794378905e-14,3.362695e-05,0.0,0.009900990099009901,1.8849954805735346e-05,1.7084779187236864e-14,0.0,0.010144457068657686
CLRN1,0.04417566042519533,1.1324274851176597e-14,3.362695e-05,0.0,0.009900990099009901,2.001303880107478e-05,1.7593384025649813e-14,0.0,0.010144457068657686
SEMG2,0.044105099322991476,1.2545520178264269e-14,3.362695e-05,0.0,0.009900990099009901,2.1605497519399882e-05,1.9480621394820293e-14,0.0,0.010144457068657686
C1QL2,0.04408931565045703,1.27675647831893e-14,3.362695e-05,0.0,0.009900990099009901,2.459777994299122e-05,1.981515486268386e-14,0.0,0.010144457068657686
MRGPRE,0.044072559644202834,1.3100631690576847e-14,3.362695e-05,0.0,0.009900990099009901,2.6603523876704183e-05,2.0321558982280526e-14,0.0,0.010144457068657686
FFAR2,0.04404212753010353,1.354472090042691e-14,3.362695e-05,0.0,0.009900990099009901,2.395484215171863e-05,2.099956728748358e-14,0.0,0.010144457068657686
BOLA1,0.044017472386448105,1.4099832412739488e-14,3.362695e-05,0.0,0.009900990099009901,1.7230067423704497e-05,2.184891386271615e-14,0.0,0.010144457068657686
ASAH2,0.0440026989690472,1.432187701766452e-14,3.362695e-05,0.0,0.009900990099009901,2.289577062693051e-05,2.218153384253668e-14,0.0,0.010144457068657686
WFDC11,0.04399535125592393,1.4432899320127035e-14,3.362695e-05,0.0,0.009900990099009901,2.3510691923307214e-05,2.2330427003806655e-14,0.0,0.010144457068657686
DEFB126,0.04399449899036858,1.4432899320127035e-14,3.362695e-05,0.0,0.009900990099009901,1.733335348092951e-05,2.2330427003806655e-14,0.0,0.010144457068657686
LAMP3,0.043983502089563885,1.4654943925052066e-14,3.362695e-05,0.0,0.009900990099009901,2.193218923472815e-05,2.266228442018361e-14,0.0,0.010144457068657686
VENTX,0.04395909093219593,1.5210055437364645e-14,3.362695e-05,0.0,0.009900990099009901,2.043179283748091e-05,2.3508586456514132e-14,0.0,0.010144457068657686
GJA3,0.0439507158142726,1.532107773982716e-14,3.362695e-05,0.0,0.009900990099009901,1.6614672324832004e-05,2.3667988269557922e-14,0.0,0.010144457068657686
DUSP8,0.04394535891500822,1.5432100042289676e-14,3.362695e-05,0.0,0.009900990099009901,2.102156623303704e-05,2.3827226004564607e-14,0.0,0.010144457068657686
ODF3L2,0.04393174535339804,1.5765166949677223e-14,3.362695e-05,0.0,0.009900990099009901,2.104404643880846e-05,2.432896134209448e-14,0.0,0.010144457068657686
SULT2A1,0.04390469533896904,1.63202784619898e-14,3.362695e-05,0.0,0.009900990099009901,2.2846483790626295e-05,2.517266600821049e-14,0.0,0.010144457068657686
SERPINA12,0.04389871623345433,1.6431300764452317e-14,3.362695e-05,0.0,0.009900990099009901,1.7142056774271905e-05,2.5330885042835024e-14,0.0,0.010144457068657686
MFSD6L,0.04389369347413407,1.6542323066914832e-14,3.362695e-05,0.0,0.009900990099009901,1.9326561335729998e-05,2.5488941551486643e-14,0.0,0.010144457068657686
KRT33A,0.04387534679663642,1.6986412276764895e-14,3.362695e-05,0.0,0.009900990099009901,2.5670724779778467e-05,2.6159772500151277e-14,0.0,0.010144457068657686
BSND,0.043868735242429326,1.709743457922741e-14,3.362695e-05,0.0,0.009900990099009901,2.3400138705426315e-05,2.6303745506503707e-14,0.0,0.010144457068657686
EMSY,0.04386740905736341,1.709743457922741e-14,3.362695e-05,0.0,0.009900990099009901,2.1479972262717122e-05,2.6303745506503707e-14,0.0,0.010144457068657686
GPX5,0.04384861502812167,1.7541523789077473e-14,3.362695e-05,0.0,0.009900990099009901,1.9951443306320664e-05,2.697312730252815e-14,0.0,0.010144457068657686
CASP14,0.04383270150843245,1.7985612998927536e-14,3.362695e-05,0.0,0.009900990099009901,2.3132089565058096e-05,2.7641823256548468e-14,0.0,0.010144457068657686
CDK2AP2,0.04382797205500324,1.8096635301390052e-14,3.362695e-05,0.0,0.009900990099009901,2.355517130511533e-05,2.7798210908433257e-14,0.0,0.010144457068657686
PTGDR2,0.0438088028607557,1.8540724511240114e-14,3.362695e-05,0.0,0.009900990099009901,1.5138888199584302e-05,2.84658001707883e-14,0.0,0.010144457068657686
OR4C3,0.04379438820199001,1.887379141862766e-14,3.362695e-05,0.0,0.009900990099009901,2.1278237882133813e-05,2.894753285065592e-14,0.0,0.010144457068657686
C9orf152,0.04379380331380931,1.887379141862766e-14,3.362695e-05,0.0,0.009900990099009901,1.546886220004939e-05,2.894753285065592e-14,0.0,0.010144457068657686
ATXN7L1,0.04379273290252778,1.8984813721090177e-14,3.362695e-05,0.0,0.009900990099009901,1.8736339291283435e-05,2.9102933655222553e-14,0.0,0.010144457068657686
CASP6,0.043749575515204926,2.0095036745715333e-14,3.362695e-05,0.0,0.009900990099009901,2.027805664658234e-05,3.0773410024066356e-14,0.0,0.010144457068657686
OR10A2,0.04374795556111972,2.0095036745715333e-14,3.362695e-05,0.0,0.009900990099009901,1.781935225625278e-05,3.0773410024066356e-14,0.0,0.010144457068657686
LHX4,0.04374549260648883,2.020605904817785e-14,3.362695e-05,0.0,0.009900990099009901,1.9788614366268695e-05,3.0927641400272216e-14,0.0,0.010144457068657686
RAC2,0.04362857815238862,2.353672812205332e-14,3.362695e-05,0.0,0.009900990099009901,2.2111096987777766e-05,3.598888092057082e-14,0.0,0.010144457068657686
SLC66A1L,0.04362788145259567,2.353672812205332e-14,3.362695e-05,0.0,0.009900990099009901,1.7737335209251984e-05,3.598888092057082e-14,0.0,0.010144457068657686
ASCL3,0.04361957778986867,2.3869795029440866e-14,3.362695e-05,0.0,0.009900990099009901,2.2174682041733148e-05,3.647956448717402e-14,0.0,0.010144457068657686
NCCRP1,0.04359151844783949,2.475797344914099e-14,3.362695e-05,0.0,0.009900990099009901,1.917376925191787e-05,3.781767838463492e-14,0.0,0.010144457068657686
FSHB,0.043571005858530194,2.5424107263916085e-14,3.362695e-05,0.0,0.009900990099009901,2.7163479174024008e-05,3.8815430937276465e-14,0.0,0.010144457068657686
FICD,0.04355945708631853,2.5757174171303632e-14,3.362695e-05,0.0,0.009900990099009901,1.6978235509651612e-05,3.9303928033525377e-14,0.0,0.010144457068657686
AC021072.1,0.04355238804478889,2.5979218776228663e-14,3.362695e-05,0.0,0.009900990099009901,1.4121330587628785e-05,3.9622601082199285e-14,0.0,0.010144457068657686
SLC39A1,0.043550521552263896,2.609024107869118e-14,3.362695e-05,0.0,0.009900990099009901,2.657262194092078e-05,3.9771708961419475e-14,0.0,0.010144457068657686
GPR85,0.043548531331789285,2.6201263381153694e-14,3.362695e-05,0.0,0.009900990099009901,1.8903280729771872e-05,3.992066538520116e-14,0.0,0.010144457068657686
EVA1A,0.0435218387169068,2.708944180085382e-14,3.362695e-05,0.0,0.009900990099009901,1.9095265668015953e-05,4.12529570571378e-14,0.0,0.010144457068657686
CCL11,0.043516891302524695,2.731148640577885e-14,3.362695e-05,0.0,0.009900990099009901,2.458411800699092e-05,4.156999452934376e-14,0.0,0.010144457068657686
ARL4A,0.043481594452843206,2.853273173286652e-14,3.362695e-05,0.0,0.009900990099009901,2.256475439013496e-05,4.3406792697058604e-14,0.0,0.010144457068657686
OR2S2,0.04346429169190463,2.919886554764162e-14,3.362695e-05,8.881784197001252e-16,0.009900990099009901,2.952308848731232e-05,4.439766682358077e-14,1.133844791106543e-15,0.010144457068657686
OR2W1,0.04345017738487594,2.9753977059954195e-14,3.362695e-05,0.0,0.009900990099009901,2.6134073859178394e-05,4.519591452144941e-14,0.0,0.010144457068657686
ZG16,0.04344989593807368,2.9753977059954195e-14,3.362695e-05,0.0,0.009900990099009901,1.845184263781039e-05,4.519591452144941e-14,0.0,0.010144457068657686
GRIN3B,0.04343842016902427,3.0309088572266774e-14,3.362695e-05,0.0,0.009900990099009901,1.998173596715568e-05,4.6015822731174256e-14,0.0,0.010144457068657686
FCRL1,0.043411479025801204,3.1308289294429414e-14,3.362695e-05,0.0,0.009900990099009901,1.3535831223127282e-05,4.750878496878515e-14,0.0,0.010144457068657686
MND1,0.04338286014774185,3.2529534621517087e-14,3.362695e-05,0.0,0.009900990099009901,1.372703330747509e-05,4.9337009031623487e-14,0.0,0.010144457068657686
BMP5,0.043382007034839444,3.26405569239796e-14,3.362695e-05,0.0,0.009900990099009901,2.1870187322229003e-05,4.9480379369347556e-14,0.0,0.010144457068657686
MARCOL,0.04332285825321693,3.519406988061746e-14,3.362695e-05,0.0,0.009900990099009901,2.1457020518558953e-05,5.329743040981948e-14,0.0,0.010144457068657686
HTR1A,0.04332226267574958,3.519406988061746e-14,3.362695e-05,0.0,0.009900990099009901,2.178586911063762e-05,5.329743040981948e-14,0.0,0.010144457068657686
CCDC71L,0.04329959679292131,3.630429290524262e-14,3.362695e-05,0.0,0.009900990099009901,2.33247720185997e-05,5.495099834295049e-14,0.0,0.010144457068657686
TTLL2,0.043264706012767176,3.7969627442180354e-14,3.362695e-05,2.220446049250313e-16,0.009900990099009901,2.8919096123789255e-05,5.744270414853305e-14,2.8613995480029805e-16,0.010144457068657686
